Sales_Trend,Sales_Diff,Amount
0.4962406015037595,198.0,597.0
-0.2244556113902848,-134.0,463.0
0.0453563714902807,21.0,484.0
0.31198347107438,151.0,635.0
0.078740157480315,50.0,685.0
0.0583941605839415,40.0,725.0
-0.3282758620689655,-238.0,487.0
1.564907597535934,762.1099999999999,1249.11
-0.1522524037114424,-190.17999999999984,1058.93
-0.3427327585392802,-362.93000000000006,696.0
-0.5272988505747127,-367.0,329.0
0.5714285714285714,188.0,517.0
0.1431334622823985,74.0,591.0
-0.3130287648054145,-185.0,406.0
0.6847290640394088,278.0,684.0
0.6301169590643274,431.0,1115.0
-0.1040358744394618,-116.0,999.0
-0.7047047047047047,-704.0,295.0
0.4983050847457626,147.0,442.0
0.2737556561085972,121.0,563.0
-0.2273534635879218,-128.0,435.0
0.2942528735632184,128.0,563.0
-0.2912966252220248,-164.0,399.0
0.5670314166265582,226.24553523399675,625.2455352339967
1.139959303346735,712.7544647660033,1338.0
-0.1666666666666666,-223.0,1115.0
-0.642152466367713,-716.0,399.0
0.2506265664160401,100.0,499.0
0.5851703406813626,292.0,791.0
-0.0834386852085967,-66.0,725.0
-0.1375923651944872,-99.75446476600324,625.2455352339967
0.0,0.0,625.2455352339967
1.0449086446039124,653.3244647660032,1278.57
-0.140445966978734,-179.56999999999994,1099.0
-0.5150136487716106,-566.0,533.0
0.3058161350844277,163.0,696.0
-0.4784482758620689,-333.0,363.0
0.7382920110192837,268.0,631.0
0.7670364500792393,484.0,1115.0
-0.1318385650224215,-147.0,968.0
-0.4979338842975206,-482.0,486.0
0.2283950617283949,111.0,597.0
-0.0569514237855945,-34.0,563.0
0.0603907637655416,34.0,597.0
-0.2328308207705193,-139.0,458.0
1.3253275109170306,607.0,1065.0
1.0,1065.0,2130.0
-0.4840375586854459,-1031.0,1099.0
-0.3439490445859873,-378.0,721.0
0.3425797503467407,247.0,968.0
-0.4183884297520661,-405.0,563.0
0.7682770870337476,432.54,995.54
-0.3719533768266501,-370.2944647660032,625.2455352339967
0.0907714834697108,56.75446476600325,682.0
-0.4149560117302052,-283.0,399.0
0.568922305764411,227.0,626.0
0.8210862619808306,514.0,1140.0
-0.5736842105263158,-654.0,486.0
0.2283950617283949,111.0,597.0
-0.3316582914572864,-198.0,399.0
0.6541353383458646,261.0,660.0
-0.3045454545454545,-201.0,459.0
0.3747276688453158,172.0,631.0
-0.2725832012678288,-172.0,459.0
0.3006535947712418,138.0,597.0
0.4271356783919597,255.0,852.0
-0.585680751173709,-499.0,353.0
-0.0226628895184135,-8.0,345.0
-0.0463768115942029,-16.0,329.0
0.574468085106383,189.0,518.0
-0.2528957528957529,-131.0,387.0
-0.1240310077519379,-48.0,339.0
1.1946902654867255,405.0,744.0
0.1935483870967742,144.0,888.0
-0.4515765765765765,-401.0,487.0
0.0,0.0,487.0
0.1560574948665298,76.0,563.0
0.5257548845470692,296.0,859.0
0.318975552968568,274.0,1133.0
-0.3045013239187997,-345.0,788.0
0.8565989847715736,675.0,1463.0
-0.7272727272727273,-1064.0,399.0
0.8646616541353382,345.0,744.0
-0.3454301075268817,-257.0,487.0
0.3490759753593428,170.0,657.0
0.7245053272450532,476.0,1133.0
-0.64783759929391,-734.0,399.0
0.0,0.0,399.0
0.0,0.0,399.0
2.0902255639097747,834.0,1233.0
-0.3309002433090025,-408.0,825.0
-0.4096969696969696,-338.0,487.0
0.1560574948665298,76.0,563.0
-0.2912966252220248,-164.0,399.0
0.1804511278195488,72.0,471.0
-0.2738853503184714,-129.0,342.0
0.263157894736842,90.0,432.0
-0.0763888888888888,-33.0,399.0
0.844611528822055,337.0,736.0
0.7119565217391304,524.0,1260.0
-0.6833333333333333,-861.0,399.0
1.8395989974937343,734.0,1133.0
-0.3300970873786407,-374.0,759.0
-0.3741765480895915,-284.0,475.0
0.5663157894736841,269.0,744.0
1.5576075268817204,1158.86,1902.86
-0.5948204281975553,-1131.86,771.0
-0.059662775616083,-46.0,725.0
-0.3471310344827586,-251.67,473.33
0.3209505740899516,151.91553523399676,625.2455352339967
0.2139231025711299,133.75446476600325,759.0
-0.3741765480895915,-284.0,475.0
0.3768421052631578,179.0,654.0
0.2094801223241589,137.0,791.0
-0.0594184576485461,-47.0,744.0
-0.4946236559139785,-368.0,376.0
0.0611702127659574,23.0,399.0
0.5012531328320802,200.0,599.0
0.3055091819699498,183.0,782.0
-0.5370843989769821,-420.0,362.0
2.2403314917127077,811.0,1173.0
-0.3657289002557544,-429.0,744.0
-0.0255376344086021,-19.0,725.0
-0.4813793103448276,-349.0,376.0
0.2207446808510638,83.0,459.0
0.4248366013071896,195.0,654.0
-0.4204892966360856,-275.0,379.0
0.8364116094986807,317.0,696.0
-0.1422413793103448,-99.0,597.0
0.1591289782244556,95.0,692.0
1.888728323699422,1307.0,1999.0
-0.5877938969484742,-1175.0,824.0
-0.5157766990291262,-425.0,399.0
0.8471177944862156,338.0,737.0
-0.4586160108548168,-338.0,399.0
1.2531328320802009,500.0,899.0
-0.5906562847608454,-531.0,368.0
0.2798913043478261,103.0,471.0
-0.1528662420382165,-72.0,399.0
-0.0576441102756892,-23.0,376.0
0.4468085106382979,168.0,544.0
-0.0827205882352941,-45.0,499.0
-0.1462925851703407,-73.0,426.0
-0.0633802816901408,-27.0,399.0
0.5670314166265582,226.24553523399675,625.2455352339967
0.5913748182585958,369.75446476600325,995.0
-0.4984924623115577,-496.0,499.0
0.0,0.0,499.0
0.1963927855711422,98.0,597.0
-0.0586264656616415,-35.0,562.0
0.2384341637010676,134.0,696.0
0.132183908045977,92.0,788.0
-0.4936548223350253,-389.0,399.0
1.7543859649122808,700.0,1099.0
-0.5668789808917197,-623.0,476.0
-1.0,-476.0,0.0
inf,885.0,885.0
-0.2610169491525423,-231.0,654.0
-0.0443425076452599,-29.0,625.0
-0.1919999999999999,-120.0,505.0
0.1148514851485149,58.0,563.0
-0.3876376554174068,-218.24,344.76
0.8135675114108272,280.4855352339968,625.2455352339967
0.065181536643442,40.75446476600325,666.0
-0.4009009009009009,-267.0,399.0
0.0827067669172931,33.0,432.0
-1.0,-432.0,0.0
inf,1099.0,1099.0
-0.6787989080982711,-746.0,353.0
-1.0,-353.0,0.0
inf,563.0,563.0
0.3996447602131439,225.0,788.0
-0.1700507614213198,-134.0,654.0
-1.0,-654.0,0.0
inf,399.0,399.0
0.744360902255639,297.0,696.0
0.5977011494252873,416.0,1112.0
-0.5350719424460432,-595.0,517.0
0.7176015473887813,371.0,888.0
0.6475225225225225,575.0,1463.0
-0.7272727272727273,-1064.0,399.0
0.1077694235588972,43.0,442.0
1.5995475113122173,707.0,1149.0
-0.2645778938207136,-304.0,845.0
-0.0674556213017751,-57.0,788.0
-0.0681598984771574,-53.71000000000004,734.29
0.0731454874776995,53.71000000000004,788.0
-0.1700507614213198,-134.0,654.0
-0.2079510703363914,-136.0,518.0
0.2084942084942085,108.0,626.0
-0.1469648562300319,-92.0,534.0
-0.1104868913857678,-59.0,475.0
0.1557894736842104,74.0,549.0
-0.0564663023679417,-31.0,518.0
0.2070377128069436,107.24553523399676,625.2455352339967
0.1595444655653084,99.75446476600324,725.0
-0.397048275862069,-287.86,437.14
2.429107379786796,1061.86,1499.0
-0.7578385590393596,-1136.0,363.0
0.0991735537190081,36.0,399.0
0.2205513784461152,88.0,487.0
0.6919917864476386,337.0,824.0
-0.5716019417475728,-471.0,353.0
0.3796033994334278,134.0,487.0
0.2258726899383982,110.0,597.0
0.0954773869346734,57.0,654.0
-0.0871559633027523,-57.0,597.0
-0.3919597989949749,-234.0,363.0
0.2975206611570247,108.0,471.0
0.3274852128110335,154.24553523399675,625.2455352339967
0.1899325274215026,118.75446476600324,744.0
-0.4637096774193548,-345.0,399.0
0.4235588972431077,169.0,568.0
0.4700704225352112,267.0,835.0
-0.3197604790419162,-267.0,568.0
0.5827464788732395,331.0,899.0
-0.5483870967741935,-493.0,406.0
-1.0,-406.0,0.0
inf,570.48,570.48
-0.300588977702987,-171.48000000000002,399.0
0.9774436090225564,390.0,789.0
-0.2141951837769328,-169.0,620.0
-1.0,-620.0,0.0
inf,631.0,631.0
-0.2091917591125198,-132.0,499.0
0.6172344689378757,308.0,807.0
-0.174721189591078,-141.0,666.0
-1.0,-666.0,0.0
inf,329.0,329.0
0.9004423563343367,296.24553523399675,625.2455352339967
-1.0,-625.2455352339967,0.0
inf,399.0,399.0
0.0,0.0,399.0
0.2205513784461152,88.0,487.0
1.1211498973305956,546.0,1033.0
-0.3949661181026137,-408.0,625.0
-0.3087999999999999,-193.0,432.0
0.4473276278564739,193.24553523399675,625.2455352339967
0.7832994194556124,489.75446476600325,1115.0
-0.5417040358744394,-604.0,511.0
0.172211350293542,88.0,599.0
-0.0901502504173622,-54.0,545.0
-0.3522935779816514,-192.0,353.0
0.594900849858357,210.0,563.0
-0.1349911190053285,-76.0,487.0
-0.2772073921971252,-135.0,352.0
0.0681818181818181,24.0,376.0
0.5930851063829787,223.0,599.0
-0.4507512520868113,-270.0,329.0
2.443768996960486,804.0,1133.0
-0.3962930273609885,-449.0,684.0
-0.0858983403011743,-58.75446476600325,625.2455352339967
-0.3042733206608149,-190.24553523399675,435.0
-0.0827586206896552,-36.0,399.0
0.0,0.0,399.0
0.0,0.0,399.0
0.974937343358396,389.0,788.0
-0.3032994923857868,-239.0,549.0
0.1912568306010929,105.0,654.0
-0.3899082568807339,-255.0,399.0
0.5012531328320802,200.0,599.0
0.4590984974958263,275.0,874.0
-0.3901601830663616,-341.0,533.0
-0.2514071294559099,-134.0,399.0
0.8646616541353382,345.0,744.0
-0.3293010752688172,-245.0,499.0
-0.2004008016032064,-100.0,399.0
-0.0576441102756892,-23.0,376.0
0.2925531914893617,110.0,486.0
-0.1790123456790123,-87.0,399.0
0.5670314166265582,226.24553523399675,625.2455352339967
-0.3218664091038747,-201.24553523399675,424.0
-0.1462264150943396,-62.0,362.0
0.6546961325966851,237.0,599.0
-0.0033388981636059,-2.0,597.0
-0.1842546063651591,-110.0,487.0
0.1560574948665298,76.0,563.0
-0.1349911190053285,-76.0,487.0
1.2566735112936347,612.0,1099.0
-0.4049135577797998,-445.0,654.0
-0.4969418960244648,-325.0,329.0
0.9004423563343367,296.24553523399675,625.2455352339967
0.8968548084971804,560.7544647660033,1186.0
-0.5042158516020236,-598.0,588.0
0.063342746996593,37.24553523399675,625.2455352339967
-0.4738067183848462,-296.24553523399675,329.0
-0.2127659574468084,-70.0,259.0
0.8803088803088803,228.0,487.0
0.1273100616016427,62.0,549.0
0.1402550091074681,77.0,626.0
-0.0012052152811553,-0.7544647660032524,625.2455352339967
-0.0875904459093831,-54.76553523399673,570.48
-0.4408217641284532,-251.48,319.0
0.6238244514106583,199.0,518.0
0.7355212355212355,381.0,899.0
-0.1023359288097887,-92.0,807.0
-0.426270136307311,-344.0,463.0
0.4103671706263498,190.0,653.0
0.7457886676875958,487.0,1140.0
-0.4515390041807046,-514.7544647660033,625.2455352339967
1.015208312568674,634.7544647660033,1260.0
-0.2785714285714286,-351.0,909.0
-0.3121611273553391,-283.75446476600325,625.2455352339967
0.5481917829892671,342.75446476600325,968.0
-0.1859504132231405,-180.0,788.0
-0.0215736040609136,-17.0,771.0
-0.4824902723735408,-372.0,399.0
1.225563909774436,489.0,888.0
0.375,333.0,1221.0
-0.6732186732186732,-822.0,399.0
0.1804511278195488,72.0,471.0
0.1571125265392781,74.0,545.0
0.7761467889908258,423.0,968.0
-0.484504132231405,-469.0,499.0
-0.2004008016032064,-100.0,399.0
0.0,0.0,399.0
0.5670314166265582,226.24553523399675,625.2455352339967
-0.2466959403017099,-154.24553523399675,471.0
-0.1790445859872611,-84.32999999999998,386.67
0.1699381901880154,65.70999999999998,452.38
1.458110438127238,659.62,1112.0
-0.4377288352212259,-486.75446476600325,625.2455352339967
1.139959303346735,712.7544647660033,1338.0
-0.6136023916292974,-821.0,517.0
-0.3636363636363636,-188.0,329.0
1.2036474164133737,396.0,725.0
-0.4993103448275862,-362.0,363.0
0.834710743801653,303.0,666.0
-0.0611928900390439,-40.75446476600325,625.2455352339967
-0.0595694541346187,-37.24553523399675,588.0
-0.2363945578231292,-139.0,449.0
0.5501113585746102,247.0,696.0
-0.3405172413793104,-237.0,459.0
0.3616557734204793,166.0,625.0
0.0464,29.0,654.0
-0.3899082568807339,-255.0,399.0
0.4912280701754385,196.0,595.0
0.0033613445378151,2.0,597.0
-0.0251256281407035,-15.0,582.0
0.0515463917525773,30.0,612.0
0.0686274509803921,42.0,654.0
-0.2079510703363914,-136.0,518.0
0.583011583011583,302.0,820.0
-0.023170731707317,-19.0,801.0
-0.2194188074481938,-175.75446476600325,625.2455352339967
-0.3618507010199199,-226.24553523399675,399.0
0.3533834586466164,141.0,540.0
1.477777777777778,798.0,1338.0
-0.5964125560538116,-798.0,540.0
0.1574074074074074,85.0,625.0
-0.4175999999999999,-261.0,364.0
0.1785714285714286,65.0,429.0
1.0955710955710956,470.0,899.0
-0.3045099719310381,-273.75446476600325,625.2455352339967
0.8008925078986722,500.75446476600325,1126.0
-0.300177619893428,-338.0,788.0
-0.4517766497461929,-356.0,432.0
-0.1296296296296296,-56.0,376.0
0.928191489361702,349.0,725.0
0.0262068965517241,19.0,744.0
0.1088709677419355,81.0,825.0
-0.5163636363636364,-426.0,399.0
2.0401002506265664,814.0,1213.0
-0.4394064303380049,-533.0,680.0
-0.1647058823529411,-112.0,568.0
0.653169014084507,371.0,939.0
-0.7028753993610224,-660.0,279.0
0.7455197132616487,208.0,487.0
-0.0595482546201232,-29.0,458.0
0.5109170305676856,234.0,692.0
-0.3222543352601156,-223.0,469.0
-0.1492537313432835,-70.0,399.0
0.5012531328320802,200.0,599.0
0.1352253756260433,81.0,680.0
-0.0805212717147106,-54.75446476600325,625.2455352339967
0.581778588198745,363.75446476600325,989.0
0.1112234580384226,110.0,1099.0
-0.464968152866242,-511.0,588.0
0.6989795918367347,411.0,999.0
-0.5125125125125125,-512.0,487.0
0.3408624229979466,166.0,653.0
-0.2404287901990811,-157.0,496.0
-0.3568548387096774,-177.0,319.0
0.9600173518307108,306.24553523399675,625.2455352339967
0.778501304425687,486.75446476600325,1112.0
-0.5350719424460432,-595.0,517.0
0.1547388781431333,80.0,597.0
0.8408710217755444,502.0,1099.0
-0.6587807097361238,-724.0,375.0
0.3786666666666667,142.0,517.0
0.3384912959381043,175.0,692.0
-0.2976878612716763,-206.0,486.0
0.4320987654320987,210.0,696.0
0.6020114942528736,419.0,1115.0
-0.4645739910313902,-518.0,597.0
0.8676716917922949,518.0,1115.0
-0.704932735426009,-786.0,329.0
-0.033434650455927,-11.0,318.0
0.5691823899371069,181.0,499.0
0.1963927855711422,98.0,597.0
-0.1842546063651591,-110.0,487.0
-0.2546201232032854,-124.0,363.0
0.2644628099173554,96.0,459.0
0.0588235294117647,27.0,486.0
0.1687242798353909,82.0,568.0
-0.0105633802816901,-6.0,562.0
0.7704626334519573,433.0,995.0
0.1175879396984924,117.0,1112.0
-0.4289568345323741,-477.0,635.0
-0.3716535433070866,-236.0,399.0
-0.0902255639097744,-36.0,363.0
0.7224394910027458,262.24553523399675,625.2455352339967
0.0,0.0,625.2455352339967
0.0,0.0,625.2455352339967
0.0,0.0,625.2455352339967
-0.2674877720980534,-167.24553523399675,458.0
0.3034934497816595,139.0,597.0
0.0,0.0,597.0
1.0921273031825796,652.0,1249.0
-0.3586869495596477,-448.0,801.0
-0.2194188074481938,-175.75446476600325,625.2455352339967
-0.3714469310797706,-232.24553523399675,393.0
0.8931297709923665,351.0,744.0
-0.2741935483870967,-204.0,540.0
0.288888888888889,156.0,696.0
-0.264367816091954,-184.0,512.0
0.80078125,410.0,922.0
-0.1127982646420824,-104.0,818.0
1.7188264058679708,1406.0,2224.0
-0.5,-1112.0,1112.0
-0.2877697841726618,-320.0,792.0
0.0404040404040404,32.0,824.0
-0.5654126213592232,-465.9,358.1
0.7460081966880667,267.1455352339967,625.2455352339967
0.2139231025711299,133.75446476600325,759.0
-0.0197628458498023,-15.0,744.0
0.532258064516129,396.0,1140.0
-0.4517543859649122,-515.0,625.0
-0.1712,-107.0,518.0
0.4652509652509653,241.0,759.0
-0.0197628458498023,-15.0,744.0
0.4946236559139785,368.0,1112.0
0.0251798561151079,28.0,1140.0
-0.5736842105263158,-654.0,486.0
0.8271604938271604,402.0,888.0
-0.25,-222.0,666.0
-0.2687687687687687,-179.0,487.0
0.2258726899383982,110.0,597.0
-0.3919597989949749,-234.0,363.0
0.4104683195592287,149.0,512.0
-0.263671875,-135.0,377.0
0.0,0.0,377.0
0.6584762207798323,248.24553523399675,625.2455352339967
0.0,0.0,625.2455352339967
0.5465924113126253,341.75446476600325,967.0
-0.1851085832471561,-179.0,788.0
-0.2065411989416284,-162.75446476600325,625.2455352339967
0.6936226495463065,433.6844647660033,1058.93
0.1795963850301718,190.17999999999984,1249.11
-0.5220597065110358,-652.1099999999999,597.0
0.862646566164154,515.0,1112.0
-0.3696402877697842,-411.04,700.96
0.7304839077836109,512.04,1213.0
-0.5737840065952184,-696.0,517.0
0.2804642166344293,145.0,662.0
-0.1419939577039275,-94.0,568.0
-0.1619718309859155,-92.0,476.0
-0.3361344537815126,-160.0,316.0
0.5379746835443038,170.0,486.0
0.0637860082304526,31.0,517.0
1.2940038684719537,669.0,1186.0
-0.6829679595278246,-810.0,376.0
0.6628870617925446,249.24553523399675,625.2455352339967
0.1435507487988905,89.75446476600325,715.0
0.4895104895104896,350.0,1065.0
-0.3014084507042254,-321.0,744.0
-0.4637096774193548,-345.0,399.0
1.7543859649122808,700.0,1099.0
-0.3230209281164695,-355.0,744.0
-0.5577956989247312,-415.0,329.0
0.1003039513677812,33.0,362.0
-0.0552486187845303,-20.0,342.0
0.0614035087719297,21.0,363.0
0.2644628099173554,96.0,459.0
0.934640522875817,429.0,888.0
-0.5765765765765766,-512.0,376.0
0.5930851063829787,223.0,599.0
0.5292153589315527,317.0,916.0
-0.6408296943231442,-587.0,329.0
0.9004423563343367,296.24553523399675,625.2455352339967
0.0012066695777697,0.7544647660032524,626.0
0.1581469648562299,99.0,725.0
-0.1375923651944872,-99.75446476600324,625.2455352339967
0.778501304425687,486.75446476600325,1112.0
-0.4377288352212259,-486.75446476600325,625.2455352339967
-0.4738067183848462,-296.24553523399675,329.0
0.4802431610942248,158.0,487.0
0.6447638603696098,314.0,801.0
-0.5605493133583022,-449.0,352.0
0.2556818181818181,90.0,442.0
-0.3643665158371041,-161.05,280.95
0.007296672005695,2.050000000000012,283.0
1.3109540636042405,371.0,654.0
-0.3899082568807339,-255.0,399.0
0.050125313283208,20.0,419.0
0.5608591885441527,235.0,654.0
0.1376146788990826,90.0,744.0
-0.4637096774193548,-345.0,399.0
0.1328320802005012,53.0,452.0
0.1039823008849558,47.0,499.0
-1.0,-499.0,0.0
inf,471.0,471.0
-1.0,-471.0,0.0
inf,431.0,431.0
0.185614849187935,80.0,511.0
1.8630136986301369,952.0,1463.0
-0.6466165413533835,-946.0,517.0
-0.2282398452611218,-118.0,399.0
0.5670314166265582,226.24553523399675,625.2455352339967
-0.3618507010199199,-226.24553523399675,399.0
0.974937343358396,389.0,788.0
-0.3739467005076142,-294.67,493.33
0.2101433117791336,103.67000000000002,597.0
0.1155778894472361,69.0,666.0
0.6696696696696696,446.0,1112.0
-0.3741007194244604,-416.0,696.0
-0.2830459770114942,-197.0,499.0
-0.1703406813627254,-85.0,414.0
1.654589371980676,685.0,1099.0
-0.4310777659381285,-473.75446476600325,625.2455352339967
0.0443897048470984,27.75446476600325,653.0
-0.4609494640122511,-301.0,352.0
1.1136363636363638,392.0,744.0
-0.4637096774193548,-345.0,399.0
2.604010025062657,1039.0,1438.0
